ID|Title|Publishers|Year_North_America|Year_JP|Category|Description
1466|Super Robot Taisen EX|Banpresto|Unreleased|1994|Strategy| "Super Robot Taisen EX is a strategy game developed by Winkysoft and published by Banpresto. It offers intense robot battles and was released in Japan in March 1994."
1467|Super Robot Taisen Gaiden: Masou Kishin: The Lord of Elemental|Banpresto|Unreleased|1996|Strategy| "Super Robot Taisen Gaiden: Masou Kishin: The Lord of Elemental is a strategic mecha game developed by Winkysoft. It was released in Japan in March 1996, offering engaging gameplay."
1468|Super Rugby|Tonkin House|Unreleased|1994|Sports| "Super Rugby is a sports game developed by Tose and published by Tonkin House. It was set to be released in Japan in October 1994, offering rugby action for players."
1469|Super Sangokushi|Koei|Unreleased|1994|Strategy| "Super Sangokushi is a strategy game developed and published by Koei. It was scheduled for release in Japan in August 1994, offering players a chance to experience the Three Kingdoms era."
1470|Super Scope 6•Nintendo Scope 6EU|Nintendo|1992|1993|Shooter| "Super Scope 6, also known as Nintendo Scope 6 in Europe, is a shooting game developed and published by Nintendo. It was released in Japan in June 1993 and features various shooting mini-games for the Super Scope peripheral."
1471|Super Shougi|I'Max|Unreleased|1992|Board| "Super Shougi is a shogi (Japanese chess) game developed by I'Max. It was set to be released in Japan in June 1992, offering players a digital version of the traditional board game."
1472|Super Shougi 2|I'Max|Unreleased|1994|Board| "Super Shougi 2 is the sequel to the original shogi game, developed by I'Max. It was planned for release in Japan in June 1994, continuing the digital adaptation of the classic strategy game."
1473|Super Shougi 3: Kitaihei|I'Max|Unreleased|1995|Board| "Super Shougi 3: Kitaihei is another installment in the shogi game series, developed by Gaibrain and published by I'Max. It was scheduled for release in Japan in December 1995, offering new challenges and gameplay modes."
1474|Super Slam Dunk•Magic Johnson no Super Slam DunkJP|Virgin Interactive|1993|1993|Sports| "Super Slam Dunk, also known as Magic Johnson no Super Slam Dunk in Japan, is a basketball game developed and published by Virgin Interactive. It was released in Japan in July 1993, offering exciting basketball action."
1475|Super Slap Shot|Virgin Interactive|1993|1993|Sports| "Super Slap Shot is a hockey game developed by Ringler Studios and published by Virgin Interactive. It was released in Japan in August 1993, delivering fast-paced ice hockey gameplay."
1476|Super Smash TV|Acclaim Entertainment|1992|1992|Action| "Super Smash TV is an action-packed game developed by Beam Software and published by Acclaim Entertainment. It was released in Japan in March 1992, offering intense top-down shooter gameplay."
1477|Super Soccer †•Super Formation SoccerJP|Nintendo|1992|1991|Sports| "Super Soccer, also known as Super Formation Soccer in Japan, is a soccer game developed by Human Entertainment and published by Nintendo. It was released in Japan in December 1991, providing players with exciting football matches."
1478|Super Soccer Champ•Euro Football ChampEU•Hat Trick HeroJP|Taito|1992|1992|Sports| "Super Soccer Champ, also known as Euro Football Champ in Europe and Hat Trick Hero in Japan, is a soccer game developed and published by Taito. It was released in Japan in March 1992, offering diverse football experiences."
1479|Super Solitaire•Trump IslandJP|Extreme Entertainment GroupJP Pack-In-Video|1994|1995|Card| "Super Solitaire, also known as Trump Island in Japan, is a card game developed by Beam Software and published by Extreme Entertainment GroupJP Pack-In-Video. It was released in North America in January 1994, providing players with a variety of solitaire games."
1480|Super Soukoban|Pack-In-Video|Unreleased|1993||"Super Soukoban is a puzzle video game developed by Thinking Rabbit. The game was released in Japan on January 29, 1993. Players push boxes to their correct locations in a warehouse setting."
1481|Super Star Wars|JVC Musical Industries|1992|1992||"Super Star Wars is an action platformer based on the original Star Wars trilogy. Developed by LucasArts and Sculptured Software, the game was released in North America on November 1, 1992."
1482|Super Star Wars: The Empire Strikes Back|JVC Musical Industries|1993|1993||"Super Star Wars: The Empire Strikes Back is the sequel to the original game, continuing the action platformer gameplay. It was released in North America in October 1993."
1483|Super Star Wars: Return of the Jedi|JVC Musical Industries|1994|1995||"Super Star Wars: Return of the Jedi concludes the trilogy in the action platformer series. The game was released in North America in October 1994."
1484|Super Street Fighter II: The New Challengers|Capcom|1994|1994||"Super Street Fighter II: The New Challengers is an iconic fighting game by Capcom. It features new characters and gameplay mechanics, released in North America in July 1994."
1485|Super Strike Eagle•F-15 Super Strike EagleJP|MicroProse|1993|1993||"Super Strike Eagle is a flight simulation game where players pilot an F-15 fighter jet. Developed by MicroProse, the game was released in North America in March 1993."
1486|Super Tekkyuu Fight!|Banpresto|Unreleased|1995||"Super Tekkyuu Fight! is a sports-themed video game developed by Metro. The game was set to be released in Japan on September 15, 1995."
1487|Super Tennis•Super Tennis World CircuitJP|Nintendo|1991|1991||"Super Tennis is a tennis simulation game developed by Tokyo Shoseki. It was released in Japan on August 30, 1991, offering realistic tennis gameplay."
1488|Super Tetris 2 + Bombliss|Bullet-Proof Software|Unreleased|1992||"Super Tetris 2 + Bombliss is a puzzle game combining Tetris gameplay with the addition of Bombliss mode. The game was set to be released in Japan on December 18, 1992."
1489|Super Tetris 2 + Bombliss: Gentei-ban|Bullet-Proof Software|Unreleased|1994||"Super Tetris 2 + Bombliss: Gentei-ban is a special edition of the puzzle game, offering unique gameplay features. The game was set to be released in Japan on January 21, 1994."
1490|Super Tetris 3|Bullet-Proof Software|Unreleased|1994||"Super Tetris 3 is the third installment in the Tetris series, introducing new gameplay elements. The game was set to be released in Japan on December 16, 1994."
1491|Super Troll Islands|American Softworks|1994|1994||"Super Troll Islands is a platformer game developed by Kemco. Players navigate through levels as a troll character, released in North America in February 1994."
1492|Super Trump Collection|Bottom Up|Unreleased|1995||"Super Trump Collection is a video game collection featuring various card games. Published by Bottom Up, the game was set to be released in Japan on April 21, 1995."
1493|Super Trump Collection 2|Bottom Up|Unreleased|1996||"Super Trump Collection 2 is a sequel to the card game collection, offering new games and challenges. The game was set to be released in Japan on July 19, 1996."
1494|Super Tsume Shougi 1000|Bottom Up|Unreleased|1994||"Super Tsume Shougi 1000 is a shogi (Japanese chess) video game with challenging puzzles. The game was set to be released in Japan on December 16, 1994."
1495|Super Turrican|Seika Corporation|1993|1993||"Super Turrican is a run-and-gun platformer developed by Factor 5. Players control a futuristic soldier battling enemies, released in North America in May 1993."
1496|Super Turrican 2|Ocean Software|1995|||1995|"Super Turrican 2 is the sequel to the original run-and-gun platformer, featuring enhanced gameplay and graphics. The game was released in North America in November 1995."
1497|Super Ultra Baseball 2|Culture Brain|Cancelled|1994|||"Super Ultra Baseball 2 is a sports game developed by Culture Brain. The game was cancelled for release in North America, offering a unique baseball experience."
1498|Super Uno|Tomy Corporation|Unreleased|1993|||"Super Uno is a video game adaptation of the classic card game Uno. Published by Tomy Corporation, the game was set to be released in Japan on November 12, 1993."
1499|Super V.G.|TGL|Unreleased|1995|||"Super V.G. is a fighting game developed by TGL. The game features various characters and fighting styles, set to be released in Japan on July 21, 1995."
1500|Super Valis IV•Red Moon Rising MaidenJP|Atlus|1993|1992|Action| "Super Valis IV is an action-platformer game developed by Telenet Japan. The game follows the story of a warrior maiden on a quest to save her kingdom from evil forces. With fast-paced gameplay and challenging levels, players must use various weapons and abilities to defeat enemies and bosses."
1501|Super Wagyan Land|Namco| |1991|Platformer| "Super Wagyan Land is a platformer game developed by Nova Games. Players control a cute dinosaur character named Wagyan on a journey to rescue his friends. With colorful graphics and fun gameplay, the game offers a nostalgic experience for players of all ages."
1502|Super Wagyan Land 2|Namco| |1993|Platformer| "Super Wagyan Land 2 is the sequel to the popular platformer game, featuring Wagyan on a new adventure. With improved graphics and new levels to explore, players must once again help Wagyan save the day and defeat the enemies."
1503|Super Widget|Atlus|1993| |Action| "Super Widget is an action game developed by Atlus. Players control Widget, a robotic character, on a mission to rescue his friends from the clutches of evil villains. With unique abilities and challenging levels, players must navigate through various obstacles to succeed."
1504|Super Wrestle Angels|Imagineer| |1994|Fighting| "Super Wrestle Angels is a fighting game published by Imagineer. Featuring a roster of female wrestlers, the game offers intense matches and special moves for players to master. With colorful visuals and exciting gameplay, players can experience the thrill of professional wrestling."
